Motion Sensor Data File Oct 15, 2024 2:30 PM
Time (s)	Distance (cm)	Dist Error (cm)
100.220	24.008	0.239
100.230	23.883	0.239
100.240	23.771	0.239
100.250	23.655	0.239
100.260	23.539	0.239
100.270	23.418	0.239
100.280	23.314	0.239
100.290	23.215	0.239
100.300	23.090	0.239
100.310	22.999	0.239
100.320	22.922	0.239
100.330	22.840	0.239
100.340	22.741	0.239
100.350	22.676	0.239
100.360	22.633	0.239
100.370	22.589	0.239
100.380	22.555	0.239
100.390	22.511	0.239
100.400	22.477	0.239
100.410	22.464	0.239
100.420	22.459	0.239
100.430	22.463	0.239
100.440	22.497	0.239
100.450	22.527	0.239
100.460	22.565	0.239
100.470	22.612	0.239
100.480	22.651	0.239
100.490	22.698	0.239
100.500	22.779	0.239
100.510	22.873	0.239
100.520	22.968	0.239
100.530	23.040	0.239
100.540	23.139	0.239
100.550	23.259	0.239
100.560	23.353	0.239
100.570	23.435	0.239
100.580	23.572	0.239
100.590	23.679	0.239
100.600	23.799	0.239
100.610	23.923	0.239
100.620	24.048	0.239
100.630	24.151	0.239
100.640	24.280	0.239
100.650	24.395	0.239
100.660	24.511	0.239
100.670	24.610	0.239
100.680	24.713	0.239
100.690	24.816	0.239
100.700	24.914	0.239
100.710	24.983	0.239
100.720	25.068	0.239
100.730	25.124	0.239
100.740	25.192	0.239
100.750	25.256	0.239
100.760	25.291	0.239
100.770	25.308	0.239
100.780	25.342	0.239
100.790	25.345	0.239
100.800	25.337	0.239
100.810	25.336	0.239
100.820	25.319	0.239
100.830	25.306	0.239
100.840	25.267	0.239
100.850	25.245	0.239
100.860	25.198	0.239
100.870	25.124	0.239
100.880	25.046	0.239
100.890	24.986	0.239
100.900	24.891	0.239
100.910	24.783	0.239
100.920	24.701	0.239
100.930	24.589	0.239
100.940	24.473	0.239
100.950	24.378	0.239
100.960	24.249	0.239
100.970	24.132	0.239
100.980	24.020	0.239
100.990	23.886	0.239
101.000	23.757	0.239
101.010	23.650	0.239
101.020	23.533	0.239
101.030	23.399	0.239
101.040	23.296	0.239
101.050	23.197	0.239
101.060	23.072	0.239
101.070	22.973	0.239
101.080	22.899	0.239
101.090	22.804	0.239
101.100	22.692	0.239
101.110	22.645	0.239
101.120	22.593	0.239
101.130	22.549	0.239
101.140	22.511	0.239
101.150	22.450	0.239
101.160	22.398	0.239
101.170	22.385	0.239
101.180	22.376	0.239
101.190	22.384	0.239
101.200	22.410	0.239
101.210	22.440	0.239
101.220	22.482	0.239
101.230	22.547	0.239
101.240	22.593	0.239
101.250	22.640	0.239
101.260	22.692	0.239
101.270	22.782	0.239
101.280	22.897	0.239
101.290	22.970	0.239
101.300	23.052	0.239
101.310	23.193	0.239
101.320	23.288	0.239
101.330	23.377	0.239
101.340	23.524	0.239
101.350	23.635	0.239
101.360	23.742	0.239
101.370	23.879	0.239
101.380	24.000	0.239
101.390	24.120	0.239
101.400	24.240	0.239
101.410	24.356	0.239
101.420	24.476	0.239
101.430	24.578	0.239
101.440	24.660	0.239
101.450	24.759	0.239
101.460	24.848	0.239
101.470	24.943	0.239
101.480	25.024	0.239
101.490	25.084	0.239
101.500	25.144	0.239
101.510	25.225	0.239
101.520	25.268	0.239
101.530	25.315	0.239
101.540	25.332	0.239
101.550	25.349	0.239
101.560	25.361	0.239
101.570	25.352	0.239
101.580	25.339	0.239
101.590	25.330	0.239
101.600	25.296	0.239
101.610	25.256	0.239
101.620	25.213	0.239
101.630	25.136	0.239
101.640	25.058	0.239
101.650	25.006	0.239
101.660	24.928	0.239
101.670	24.833	0.239
101.680	24.734	0.239
101.690	24.635	0.239
101.700	24.527	0.239
101.710	24.415	0.239
101.720	24.303	0.239
101.730	24.195	0.239
101.740	24.071	0.239
101.750	23.945	0.239
101.760	23.842	0.239
101.770	23.713	0.239
101.780	23.592	0.239
101.790	23.484	0.239
101.800	23.351	0.239
101.810	23.269	0.239
101.820	23.165	0.239
101.830	23.057	0.239
101.840	22.988	0.239
101.850	22.915	0.239
101.860	22.816	0.239
101.870	22.738	0.239
101.880	22.677	0.239
101.890	22.626	0.239
101.900	22.591	0.239
101.910	22.547	0.239
101.920	22.509	0.239
101.930	22.500	0.239
101.940	22.482	0.239
101.950	22.473	0.239
101.960	22.499	0.239
101.970	22.520	0.239
101.980	22.563	0.239
101.990	22.593	0.239
102.000	22.627	0.239
102.010	22.682	0.239
102.020	22.734	0.239
102.030	22.815	0.239
102.040	22.918	0.239
102.050	22.986	0.239
102.060	23.059	0.239
102.070	23.188	0.239
102.080	23.286	0.239
102.090	23.381	0.239
102.100	23.505	0.239
102.110	23.616	0.239
102.120	23.732	0.239
102.130	23.853	0.239
102.140	23.960	0.239
102.150	24.084	0.239
102.160	24.191	0.239
102.170	24.303	0.239
102.180	24.423	0.239
102.190	24.525	0.239
102.200	24.620	0.239
102.210	24.731	0.239
102.220	24.817	0.239
102.230	24.907	0.239
102.240	24.989	0.239
102.250	25.048	0.239
102.260	25.112	0.239
102.270	25.177	0.239
102.280	25.224	0.239
102.290	25.262	0.239
102.300	25.292	0.239
102.310	25.305	0.239
102.320	25.326	0.239
102.330	25.321	0.239
102.340	25.308	0.239
102.350	25.295	0.239
102.360	25.260	0.239
102.370	25.213	0.239
102.380	25.169	0.239
102.390	25.104	0.239
102.400	25.048	0.239
102.410	24.979	0.239
102.420	24.897	0.239
102.430	24.798	0.239
102.440	24.716	0.239
102.450	24.608	0.239
102.460	24.518	0.239
102.470	24.401	0.239
102.480	24.289	0.239
102.490	24.177	0.239
102.500	24.061	0.239
102.510	23.940	0.239
102.520	23.828	0.239
102.530	23.699	0.239
102.540	23.608	0.239
102.550	23.479	0.239
102.560	23.349	0.239
102.570	23.272	0.239
102.580	23.172	0.239
102.590	23.035	0.239
102.600	22.970	0.239
102.610	22.896	0.239
102.620	22.793	0.239
102.630	22.707	0.239
102.640	22.655	0.239
102.650	22.607	0.239
102.660	22.581	0.239
102.670	22.542	0.239
102.680	22.512	0.239
102.690	22.481	0.239
102.700	22.459	0.239
102.710	22.472	0.239
102.720	22.485	0.239
102.730	22.506	0.239
102.740	22.549	0.239
102.750	22.583	0.239
102.760	22.617	0.239
102.770	22.668	0.239
102.780	22.724	0.239
102.790	22.805	0.239
102.800	22.904	0.239
102.810	22.977	0.239
102.820	23.062	0.239
102.830	23.182	0.239
102.840	23.251	0.239
102.850	23.349	0.239
102.860	23.465	0.239
102.870	23.585	0.239
102.880	23.701	0.239
102.890	23.821	0.239
102.900	23.937	0.239
102.910	24.065	0.239
102.920	24.173	0.239
102.930	24.289	0.239
102.940	24.409	0.239
102.950	24.511	0.239
102.960	24.632	0.239
102.970	24.726	0.239
102.980	24.803	0.239
102.990	24.915	0.239
103.000	24.987	0.239
103.010	25.060	0.239
103.020	25.120	0.239
103.030	25.180	0.239
103.040	25.240	0.239
103.050	25.295	0.239
103.060	25.317	0.239
103.070	25.329	0.239
103.080	25.350	0.239
103.090	25.346	0.239
103.100	25.337	0.239
103.110	25.328	0.239
103.120	25.297	0.239
103.130	25.276	0.239
103.140	25.224	0.239
103.150	25.159	0.239
103.160	25.094	0.239
103.170	25.025	0.239
103.180	24.960	0.239
103.190	24.870	0.239
103.200	24.771	0.239
103.210	24.676	0.239
103.220	24.585	0.239
103.230	24.456	0.239
103.240	24.348	0.239
103.250	24.253	0.239
103.260	24.111	0.239
103.270	24.012	0.239
103.280	23.887	0.239
103.290	23.788	0.239
103.300	23.680	0.239
103.310	23.564	0.239
103.320	23.430	0.239
103.330	23.335	0.239
103.340	23.236	0.239
103.350	23.106	0.239
103.360	23.011	0.239
103.370	22.938	0.239
103.380	22.852	0.239
103.390	22.757	0.239
103.400	22.684	0.239
103.410	22.645	0.239
103.420	22.597	0.239
103.430	22.554	0.239
103.440	22.519	0.239
103.450	22.476	0.239
103.460	22.441	0.239
103.470	22.441	0.239
103.480	22.440	0.239
103.490	22.457	0.239
103.500	22.504	0.239
103.510	22.547	0.239
103.520	22.585	0.239
103.530	22.624	0.239
103.540	22.658	0.239
103.550	22.726	0.239
103.560	22.821	0.239
103.570	22.919	0.239
103.580	22.983	0.239
103.590	23.060	0.239
103.600	23.194	0.239
103.610	23.297	0.239
103.620	23.386	0.239
103.630	23.506	0.239
103.640	23.631	0.239
103.650	23.734	0.239
103.660	23.854	0.239
103.670	23.983	0.239
103.680	24.090	0.239
103.690	24.210	0.239
103.700	24.326	0.239
103.710	24.429	0.239
103.720	24.544	0.239
103.730	24.643	0.239
103.740	24.733	0.239
103.750	24.836	0.239
103.760	24.917	0.239
103.770	24.994	0.239
103.780	25.059	0.239
103.790	25.114	0.239
103.800	25.170	0.239
103.810	25.234	0.239
103.820	25.259	0.239
103.830	25.293	0.239
103.840	25.310	0.239
103.850	25.310	0.239
103.860	25.318	0.239
103.870	25.301	0.239
103.880	25.275	0.239
103.890	25.249	0.239
103.900	25.201	0.239
103.910	25.141	0.239
103.920	25.093	0.239
103.930	25.028	0.239
103.940	24.959	0.239
103.950	24.847	0.239
103.960	24.748	0.239
103.970	24.679	0.239
103.980	24.580	0.239
103.990	24.463	0.239
104.000	24.372	0.239
104.010	24.256	0.239
104.020	24.131	0.239
104.030	24.040	0.239
104.040	23.916	0.239
104.050	23.786	0.239
104.060	23.678	0.239
104.070	23.605	0.239
104.080	23.480	0.239
104.090	23.368	0.239
104.100	23.273	0.239
104.110	23.187	0.239
104.120	23.057	0.239
104.130	22.980	0.239
104.140	22.924	0.239
104.150	22.824	0.239
104.160	22.734	0.239
104.170	22.686	0.239
104.180	22.643	0.239
104.190	22.600	0.239
104.200	22.578	0.239
104.210	22.547	0.239
104.220	22.526	0.239
104.230	22.530	0.239
104.240	22.525	0.239
104.250	22.538	0.239
104.260	22.568	0.239
104.270	22.589	0.239
104.280	22.631	0.239
104.290	22.666	0.239
104.300	22.708	0.239
104.310	22.794	0.239
104.320	22.880	0.239
104.330	22.948	0.239
104.340	23.030	0.239
104.350	23.124	0.239
104.360	23.210	0.239
104.370	23.304	0.239
104.380	23.398	0.239
104.390	23.527	0.239
104.400	23.638	0.239
104.410	23.750	0.239
104.420	23.878	0.239
104.430	23.990	0.239
104.440	24.093	0.239
104.450	24.230	0.239
104.460	24.333	0.239
104.470	24.432	0.239
104.480	24.552	0.239
104.490	24.646	0.239
104.500	24.736	0.239
104.510	24.826	0.239
104.520	24.916	0.239
104.530	24.989	0.239
104.540	25.057	0.239
104.550	25.104	0.239
104.560	25.173	0.239
104.570	25.229	0.239
104.580	25.258	0.239
104.590	25.292	0.239
104.600	25.296	0.239
104.610	25.300	0.239
104.620	25.309	0.239
104.630	25.291	0.239
104.640	25.265	0.239
104.650	25.269	0.239
104.660	25.217	0.239
104.670	25.152	0.239
104.680	25.105	0.239
104.690	25.035	0.239
104.700	24.980	0.239
104.710	24.893	0.239
104.720	24.790	0.239
104.730	24.712	0.239
104.740	24.600	0.239
104.750	24.488	0.239
104.760	24.393	0.239
104.770	24.281	0.239
104.780	24.156	0.239
104.790	24.048	0.239
104.800	23.927	0.239
104.810	23.811	0.239
104.820	23.690	0.239
104.830	23.582	0.239
104.840	23.462	0.239
104.850	23.341	0.239
104.860	23.251	0.239
104.870	23.151	0.239
104.880	23.009	0.239
104.890	22.944	0.239
104.900	22.888	0.239
104.910	22.772	0.239
104.920	22.677	0.239
104.930	22.646	0.239
104.940	22.603	0.239
104.950	22.560	0.239
104.960	22.534	0.239
104.970	22.486	0.239
104.980	22.464	0.239
104.990	22.438	0.239
105.000	22.429	0.239
105.010	22.464	0.239
105.020	22.493	0.239
105.030	22.532	0.239
105.040	22.583	0.239
105.050	22.613	0.239
105.060	22.643	0.239
105.070	22.707	0.239
105.080	22.788	0.239
105.090	22.895	0.239
105.100	22.972	0.239
105.110	23.033	0.239
105.120	23.170	0.239
105.130	23.277	0.239
105.140	23.363	0.239
105.150	23.487	0.239
105.160	23.607	0.239
105.170	23.710	0.239
105.180	23.839	0.239
105.190	23.954	0.239
105.200	24.070	0.239
105.210	24.186	0.239
105.220	24.302	0.239
105.230	24.409	0.239
105.240	24.495	0.239
105.250	24.598	0.239
105.260	24.705	0.239
105.270	24.790	0.239
105.280	24.885	0.239
105.290	24.975	0.239
105.300	25.035	0.239
105.310	25.086	0.239
105.320	25.155	0.239
105.330	25.219	0.239
105.340	25.257	0.239
105.350	25.295	0.239
105.360	25.304	0.239
105.370	25.308	0.239
105.380	25.316	0.239
105.390	25.307	0.239
105.400	25.290	0.239
105.410	25.272	0.239
105.420	25.238	0.239
105.430	25.186	0.239
105.440	25.121	0.239
105.450	25.060	0.239
105.460	25.013	0.239
105.470	24.931	0.239
105.480	24.832	0.239
105.490	24.741	0.239
105.500	24.659	0.239
105.510	24.551	0.239
105.520	24.443	0.239
105.530	24.340	0.239
105.540	24.215	0.239
105.550	24.111	0.239
105.560	23.999	0.239
105.570	23.887	0.239
105.580	23.758	0.239
105.590	23.641	0.239
105.600	23.551	0.239
105.610	23.417	0.239
105.620	23.305	0.239
105.630	23.232	0.239
105.640	23.146	0.239
105.650	23.033	0.239
105.660	22.973	0.239
105.670	22.895	0.239
105.680	22.796	0.239
105.690	22.731	0.239
105.700	22.675	0.239
105.710	22.649	0.239
105.720	22.606	0.239
105.730	22.575	0.239
105.740	22.562	0.239
105.750	22.540	0.239
105.760	22.536	0.239
105.770	22.548	0.239
105.780	22.561	0.239
105.790	22.578	0.239
105.800	22.612	0.239
105.810	22.642	0.239
105.820	22.680	0.239
105.830	22.740	0.239
105.840	22.817	0.239
105.850	22.916	0.239
105.860	22.976	0.239
105.870	23.040	0.239
105.880	23.173	0.239
105.890	23.263	0.239
105.900	23.344	0.239
105.910	23.460	0.239
105.920	23.580	0.239
105.930	23.675	0.239
105.940	23.794	0.239
105.950	23.910	0.239
105.960	24.017	0.239
105.970	24.129	0.239
105.980	24.249	0.239
105.990	24.360	0.239
106.000	24.455	0.239
106.010	24.558	0.239
106.020	24.665	0.239
106.030	24.746	0.239
106.040	24.823	0.239
106.050	24.922	0.239
106.060	24.990	0.239
106.070	25.041	0.239
106.080	25.093	0.239
106.090	25.149	0.239
106.100	25.191	0.239
106.110	25.230	0.239
106.120	25.251	0.239
106.130	25.272	0.239
106.140	25.276	0.239
106.150	25.267	0.239
106.160	25.258	0.239
106.170	25.223	0.239
106.180	25.176	0.239
106.190	25.141	0.239
106.200	25.085	0.239
106.210	25.020	0.239
106.220	24.973	0.239
106.230	24.895	0.239
106.240	24.796	0.239
106.250	24.731	0.239
106.260	24.623	0.239
106.270	24.533	0.239
106.280	24.421	0.239
106.290	24.326	0.239
106.300	24.222	0.239
106.310	24.097	0.239
106.320	23.994	0.239
106.330	23.886	0.239
106.340	23.761	0.239
106.350	23.649	0.239
106.360	23.554	0.239
106.370	23.416	0.239
106.380	23.317	0.239
106.390	23.244	0.239
106.400	23.127	0.239
106.410	23.006	0.239
106.420	22.959	0.239
106.430	22.885	0.239
106.440	22.803	0.239
106.450	22.722	0.239
106.460	22.670	0.239
106.470	22.635	0.239
106.480	22.600	0.239
106.490	22.570	0.239
106.500	22.557	0.239
106.510	22.530	0.239
106.520	22.526	0.239
106.530	22.538	0.239
106.540	22.555	0.239
106.550	22.577	0.239
106.560	22.615	0.239
106.570	22.645	0.239
106.580	22.692	0.239
106.590	22.739	0.239
106.600	22.811	0.239
106.610	22.914	0.239
106.620	22.979	0.239
106.630	23.043	0.239
106.640	23.163	0.239
106.650	23.240	0.239
106.660	23.326	0.239
106.670	23.437	0.239
106.680	23.553	0.239
106.690	23.660	0.239
106.700	23.780	0.239
106.710	23.887	0.239
106.720	24.021	0.239
106.730	24.119	0.239
106.740	24.230	0.239
106.750	24.355	0.239
106.760	24.454	0.239
106.770	24.552	0.239
106.780	24.659	0.239
106.790	24.750	0.239
106.800	24.826	0.239
106.810	24.929	0.239
106.820	24.998	0.239
106.830	25.049	0.239
106.840	25.105	0.239
106.850	25.173	0.239
106.860	25.238	0.239
106.870	25.272	0.239
106.880	25.284	0.239
106.890	25.301	0.239
106.900	25.301	0.239
106.910	25.296	0.239
106.920	25.291	0.239
106.930	25.270	0.239
106.940	25.231	0.239
106.950	25.196	0.239
106.960	25.140	0.239
106.970	25.071	0.239
106.980	25.023	0.239
106.990	24.963	0.239
107.000	24.872	0.239
107.010	24.777	0.239
107.020	24.687	0.239
107.030	24.605	0.239
107.040	24.488	0.239
107.050	24.376	0.239
107.060	24.277	0.239
107.070	24.156	0.239
107.080	24.040	0.239
107.090	23.932	0.239
107.100	23.837	0.239
107.110	23.712	0.239
107.120	23.622	0.239
107.130	23.496	0.239
107.140	23.380	0.239
107.150	23.290	0.239
107.160	23.186	0.239
107.170	23.074	0.239
107.180	22.992	0.239
107.190	22.914	0.239
107.200	22.836	0.239
107.210	22.733	0.239
107.220	22.673	0.239
107.230	22.638	0.239
107.240	22.603	0.239
107.250	22.573	0.239
107.260	22.551	0.239
107.270	22.525	0.239
107.280	22.516	0.239
107.290	22.507	0.239
107.300	22.516	0.239
107.310	22.545	0.239
107.320	22.571	0.239
107.330	22.596	0.239
107.340	22.630	0.239
107.350	22.660	0.239
107.360	22.724	0.239
107.370	22.832	0.239
107.380	22.917	0.239
107.390	22.964	0.239
107.400	23.054	0.239
107.410	23.183	0.239
107.420	23.277	0.239
107.430	23.354	0.239
107.440	23.475	0.239
107.450	23.612	0.239
107.460	23.693	0.239
107.470	23.817	0.239
107.480	23.946	0.239
107.490	24.049	0.239
107.500	24.152	0.239
107.510	24.285	0.239
107.520	24.379	0.239
107.530	24.478	0.239
107.540	24.589	0.239
107.550	24.692	0.239
107.560	24.761	0.239
107.570	24.855	0.239
107.580	24.941	0.239
107.590	25.022	0.239
107.600	25.065	0.239
107.610	25.116	0.239
107.620	25.180	0.239
107.630	25.214	0.239
107.640	25.240	0.239
107.650	25.270	0.239
107.660	25.282	0.239
107.670	25.282	0.239
107.680	25.286	0.239
107.690	25.260	0.239
107.700	25.221	0.239
107.710	25.190	0.239
107.720	25.134	0.239
107.730	25.057	0.239
107.740	25.000	0.239
107.750	24.944	0.239
107.760	24.871	0.239
107.770	24.771	0.239
107.780	24.694	0.239
107.790	24.603	0.239
107.800	24.491	0.239
107.810	24.392	0.239
107.820	24.306	0.239
107.830	24.189	0.239
107.840	24.065	0.239
107.850	23.969	0.239
107.860	23.857	0.239
107.870	23.741	0.239
107.880	23.633	0.239
107.890	23.521	0.239
107.900	23.401	0.239
107.910	23.336	0.239
107.920	23.245	0.239
107.930	23.142	0.239
107.940	23.034	0.239
107.950	22.965	0.239
107.960	22.913	0.239
107.970	22.822	0.239
107.980	22.740	0.239
107.990	22.697	0.239
108.000	22.658	0.239
108.010	22.632	0.239
108.020	22.606	0.239
108.030	22.580	0.239
108.040	22.575	0.239
108.050	22.570	0.239
108.060	22.575	0.239
108.070	22.600	0.239
108.080	22.621	0.239
108.090	22.643	0.239
108.100	22.689	0.239
108.110	22.728	0.239
108.120	22.788	0.239
108.130	22.882	0.239
108.140	22.955	0.239
108.150	23.027	0.239
108.160	23.070	0.239
108.170	23.199	0.239
108.180	23.297	0.239
108.190	23.383	0.239
108.200	23.490	0.239
108.210	23.619	0.239
108.220	23.713	0.239
108.230	23.825	0.239
108.240	23.945	0.239
108.250	24.056	0.239
108.260	24.155	0.239
108.270	24.275	0.239
108.280	24.382	0.239
108.290	24.485	0.239
108.300	24.584	0.239
108.310	24.678	0.239
108.320	24.764	0.239
108.330	24.849	0.239
108.340	24.931	0.239
108.350	24.999	0.239
108.360	25.038	0.239
108.370	25.081	0.239
108.380	25.149	0.239
108.390	25.196	0.239
108.400	25.222	0.239
108.410	25.247	0.239
108.420	25.251	0.239
108.430	25.263	0.239
108.440	25.272	0.239
108.450	25.250	0.239
108.460	25.228	0.239
108.470	25.181	0.239
108.480	25.129	0.239
108.490	25.085	0.239
108.500	25.021	0.239
108.510	24.952	0.239
108.520	24.874	0.239
108.530	24.779	0.239
108.540	24.701	0.239
108.550	24.611	0.239
108.560	24.507	0.239
108.570	24.408	0.239
108.580	24.300	0.239
108.590	24.180	0.239
108.600	24.076	0.239
108.610	23.968	0.239
108.620	23.843	0.239
108.630	23.723	0.239
108.640	23.632	0.239
108.650	23.520	0.239
108.660	23.386	0.239
108.670	23.296	0.239
108.680	23.210	0.239
108.690	23.089	0.239
108.700	22.990	0.239
108.710	22.929	0.239
108.720	22.860	0.239
108.730	22.748	0.239
108.740	22.687	0.239
108.750	22.649	0.239
108.760	22.605	0.239
108.770	22.592	0.239
108.780	22.562	0.239
108.790	22.531	0.239
108.800	22.522	0.239
108.810	22.514	0.239
108.820	22.517	0.239
108.830	22.543	0.239
108.840	22.564	0.239
108.850	22.590	0.239
108.860	22.628	0.239
108.870	22.658	0.239
108.880	22.731	0.239
108.890	22.812	0.239
108.900	22.897	0.239
108.910	22.971	0.239
108.920	23.039	0.239
108.930	23.150	0.239
108.940	23.266	0.239
108.950	23.343	0.239
108.960	23.450	0.239
108.970	23.588	0.239
108.980	23.682	0.239
108.990	23.789	0.239
109.000	23.918	0.239
109.010	24.034	0.239
109.020	24.145	0.239
109.030	24.257	0.239
109.040	24.338	0.239
109.050	24.441	0.239
109.060	24.544	0.239
109.070	24.651	0.239
109.080	24.741	0.239
109.090	24.810	0.239
109.100	24.912	0.239
109.110	24.994	0.239
109.120	25.050	0.239
109.130	25.088	0.239
109.140	25.152	0.239
109.150	25.203	0.239
109.160	25.246	0.239
109.170	25.267	0.239
109.180	25.271	0.239
109.190	25.288	0.239
109.200	25.284	0.239
109.210	25.262	0.239
109.220	25.253	0.239
109.230	25.210	0.239
109.240	25.158	0.239
109.250	25.110	0.239
109.260	25.045	0.239
109.270	24.993	0.239
109.280	24.937	0.239
109.290	24.838	0.239
109.300	24.760	0.239
109.310	24.670	0.239
109.320	24.575	0.239
109.330	24.467	0.239
109.340	24.372	0.239
109.350	24.260	0.239
109.360	24.144	0.239
109.370	24.040	0.239
109.380	23.915	0.239
109.390	23.812	0.239
109.400	23.695	0.239
109.410	23.588	0.239
109.420	23.480	0.239
109.430	23.355	0.239
109.440	23.286	0.239
109.450	23.217	0.239
109.460	23.096	0.239
109.470	23.023	0.239
109.480	22.953	0.239
109.490	22.884	0.239
109.500	22.802	0.239
109.510	22.733	0.239
109.520	22.677	0.239
109.530	22.655	0.239
109.540	22.625	0.239
109.550	22.599	0.239
109.560	22.590	0.239
109.570	22.577	0.239
109.580	22.589	0.239
109.590	22.593	0.239
109.600	22.606	0.239
109.610	22.640	0.239
109.620	22.661	0.239
109.630	22.691	0.239
109.640	22.747	0.239
109.650	22.819	0.239
109.660	22.905	0.239
109.670	22.978	0.239
109.680	23.029	0.239
109.690	23.128	0.239
109.700	23.248	0.239
109.710	23.329	0.239
109.720	23.428	0.239
109.730	23.539	0.239
109.740	23.647	0.239
109.750	23.754	0.239
109.760	23.861	0.239
109.770	23.973	0.239
109.780	24.088	0.239
109.790	24.182	0.239
109.800	24.294	0.239
109.810	24.401	0.239
109.820	24.500	0.239
109.830	24.585	0.239
109.840	24.693	0.239
109.850	24.765	0.239
109.860	24.847	0.239
109.870	24.932	0.239
109.880	24.992	0.239
109.890	25.044	0.239
109.900	25.086	0.239
109.910	25.129	0.239
109.920	25.180	0.239
109.930	25.201	0.239
109.940	25.210	0.239
109.950	25.227	0.239
109.960	25.222	0.239
109.970	25.204	0.239
109.980	25.192	0.239
109.990	25.152	0.239
110.000	25.109	0.239
110.010	25.075	0.239
110.020	25.018	0.239
110.030	24.975	0.239
110.040	24.897	0.239
110.050	24.794	0.239
110.060	24.737	0.239
110.070	24.647	0.239
110.080	24.548	0.239
110.090	24.453	0.239
110.100	24.354	0.239
110.110	24.237	0.239
110.120	24.134	0.239
110.130	24.035	0.239
110.140	23.918	0.239
110.150	23.810	0.239
110.160	23.694	0.239
110.170	23.616	0.239
110.180	23.500	0.239
110.190	23.371	0.239
110.200	23.302	0.239
110.210	23.207	0.239
110.220	23.091	0.239
110.230	23.013	0.239
110.240	22.948	0.239
110.250	22.874	0.239
110.260	22.797	0.239
110.270	22.723	0.239
110.280	22.680	0.239
110.290	22.650	0.239
110.300	22.624	0.239
110.310	22.615	0.239
110.320	22.597	0.239
110.330	22.584	0.239
110.340	22.592	0.239
110.350	22.596	0.239
110.360	22.609	0.239
110.370	22.639	0.239
110.380	22.668	0.239
110.390	22.698	0.239
110.400	22.762	0.239
110.410	22.839	0.239
110.420	22.917	0.239
110.430	22.985	0.239
110.440	23.045	0.239
110.450	23.161	0.239
110.460	23.255	0.239
110.470	23.337	0.239
110.480	23.405	0.239
110.490	23.534	0.239
110.500	23.641	0.239
110.510	23.739	0.239
110.520	23.851	0.239
110.530	23.976	0.239
110.540	24.083	0.239
110.550	24.181	0.239
110.560	24.301	0.239
110.570	24.409	0.239
110.580	24.494	0.239
110.590	24.610	0.239
110.600	24.709	0.239
110.610	24.764	0.239
110.620	24.863	0.239
110.630	24.953	0.239
110.640	25.013	0.239
110.650	25.068	0.239
110.660	25.102	0.239
110.670	25.158	0.239
110.680	25.218	0.239
110.690	25.239	0.239
110.700	25.252	0.239
110.710	25.264	0.239
110.720	25.259	0.239
110.730	25.264	0.239
110.740	25.242	0.239
110.750	25.203	0.239
110.760	25.168	0.239
110.770	25.112	0.239
110.780	25.051	0.239
110.790	25.017	0.239
110.800	24.956	0.239
110.810	24.861	0.239
110.820	24.788	0.239
110.830	24.697	0.239
110.840	24.602	0.239
110.850	24.499	0.239
110.860	24.400	0.239
110.870	24.296	0.239
110.880	24.188	0.239
110.890	24.064	0.239
110.900	23.973	0.239
110.910	23.878	0.239
110.920	23.753	0.239
110.930	23.662	0.239
110.940	23.546	0.239
110.950	23.421	0.239
110.960	23.339	0.239
110.970	23.244	0.239
110.980	23.128	0.239
110.990	23.024	0.239
111.000	22.964	0.239
111.010	22.891	0.239
111.020	22.808	0.239
111.030	22.722	0.239
111.040	22.683	0.239
111.050	22.640	0.239
111.060	22.605	0.239
111.070	22.596	0.239
111.080	22.570	0.239
111.090	22.557	0.239
111.100	22.561	0.239
111.110	22.565	0.239
111.120	22.573	0.239
111.130	22.603	0.239
111.140	22.620	0.239
111.150	22.637	0.239
111.160	22.671	0.239
111.170	22.731	0.239
111.180	22.834	0.239
111.190	22.924	0.239
111.200	22.971	0.239
111.210	23.039	0.239
111.220	23.164	0.239
111.230	23.262	0.239
111.240	23.348	0.239
111.250	23.447	0.239
111.260	23.562	0.239
111.270	23.678	0.239
111.280	23.777	0.239
111.290	23.884	0.239
111.300	24.017	0.239
111.310	24.111	0.239
111.320	24.227	0.239
111.330	24.343	0.239
111.340	24.433	0.239
111.350	24.540	0.239
111.360	24.634	0.239
111.370	24.716	0.239
111.380	24.805	0.239
111.390	24.883	0.239
111.400	24.955	0.239
111.410	25.024	0.239
111.420	25.063	0.239
111.430	25.109	0.239
111.440	25.169	0.239
111.450	25.199	0.239
111.460	25.233	0.239
111.470	25.241	0.239
111.480	25.237	0.239
111.490	25.241	0.239
111.500	25.223	0.239
111.510	25.193	0.239
111.520	25.137	0.239
111.530	25.089	0.239
111.540	25.041	0.239
111.550	24.998	0.239
111.560	24.946	0.239
111.570	24.856	0.239
111.580	24.778	0.239
111.590	24.700	0.239
111.600	24.623	0.239
111.610	24.524	0.239
111.620	24.416	0.239
111.630	24.334	0.239
111.640	24.213	0.239
111.650	24.092	0.239
111.660	24.019	0.239
111.670	23.894	0.239
111.680	23.765	0.239
111.690	23.683	0.239
111.700	23.579	0.239
111.710	23.454	0.239
111.720	23.346	0.239
111.730	23.265	0.239
111.740	23.213	0.239
111.750	23.100	0.239
111.760	23.014	0.239
111.770	22.958	0.239
111.780	22.889	0.239
111.790	22.802	0.239
111.800	22.747	0.239
111.810	22.695	0.239
111.820	22.660	0.239
111.830	22.643	0.239
