Motion Sensor Data File Oct 15, 2024 2:30 PM
Time (s)	Velocity (cm/s)
93.010	13.760
93.020	11.997
93.030	11.997
93.040	11.137
93.050	11.180
93.060	11.997
93.070	9.417
93.080	7.740
93.090	9.417
93.100	8.127
93.110	6.407
93.120	6.020
93.130	3.397
93.140	1.677
93.150	3.440
93.160	1.247
93.170	1.247
93.180	0.860
93.190	-2.193
93.200	-2.193
93.210	-3.483
93.220	-5.160
93.230	-3.913
93.240	-6.493
93.250	-9.460
93.260	-7.783
93.270	-5.203
93.280	-10.320
93.290	-10.363
93.300	-10.793
93.310	-12.470
93.320	-11.223
93.330	-12.513
93.340	-12.470
93.350	-12.943
93.360	-13.373
93.370	-12.470
93.380	-13.373
93.390	-12.083
93.400	-12.900
93.410	-12.513
93.420	-10.363
93.430	-13.330
93.440	-9.933
93.450	-8.643
93.460	-11.610
93.470	-9.933
93.480	-4.343
93.490	-6.450
93.500	-8.213
93.510	-6.923
93.520	-5.160
93.530	-2.193
93.540	-0.043
93.550	-0.430
93.560	-0.473
93.570	1.247
93.580	1.247
93.590	1.720
93.600	5.547
93.610	8.127
93.620	8.170
93.630	5.117
93.640	5.547
93.650	10.707
93.660	11.610
93.670	7.697
93.680	11.137
93.690	14.190
93.700	8.557
93.710	13.287
93.720	13.287
93.730	10.750
93.740	14.577
93.750	11.997
93.760	14.190
93.770	12.857
93.780	11.567
93.790	12.857
93.800	11.610
93.810	11.137
93.820	11.137
93.830	7.697
93.840	9.030
93.850	8.557
93.860	7.697
93.870	8.170
93.880	6.837
93.890	4.687
93.900	3.397
93.910	2.580
93.920	1.677
93.930	1.677
93.940	-0.430
93.950	-1.333
93.960	-0.903
93.970	-3.440
93.980	-4.343
93.990	-3.053
94.000	-6.020
94.010	-9.073
94.020	-7.783
94.030	-6.880
94.040	-9.073
94.050	-11.223
94.060	-9.890
94.070	-10.793
94.080	-12.513
94.090	-12.470
94.100	-11.223
94.110	-12.943
94.120	-13.330
94.130	-11.653
94.140	-14.233
94.150	-11.610
94.160	-12.083
94.170	-14.233
94.180	-6.880
94.190	-11.223
94.200	-12.943
94.210	-6.450
94.220	-9.933
94.230	-11.653
94.240	-6.063
94.250	-6.450
94.260	-6.063
94.270	-6.063
94.280	-5.590
94.290	-4.773
94.300	-1.333
94.310	-1.290
94.320	-0.903
94.330	2.107
94.340	1.290
94.350	4.257
94.360	4.687
94.370	5.977
94.380	6.450
94.390	5.547
94.400	5.547
94.410	11.180
94.420	9.847
94.430	6.837
94.440	11.567
94.450	12.470
94.460	9.847
94.470	12.427
94.480	13.330
94.490	12.427
94.500	12.857
94.510	11.997
94.520	13.330
94.530	11.567
94.540	11.997
94.550	12.470
94.560	11.137
94.570	10.277
94.580	10.707
94.590	11.180
94.600	8.557
94.610	8.987
94.620	7.267
94.630	9.030
94.640	5.547
94.650	4.687
94.660	4.730
94.670	1.677
94.680	1.247
94.690	1.720
94.700	-0.043
94.710	-0.903
94.720	-1.763
94.730	-3.010
94.740	-4.343
94.750	-2.623
94.760	-6.450
94.770	-7.353
94.780	-8.213
94.790	-8.170
94.800	-7.353
94.810	-12.083
94.820	-9.890
94.830	-10.363
94.840	-12.083
94.850	-11.610
94.860	-12.083
94.870	-12.943
94.880	-12.900
94.890	-12.513
94.900	-13.803
94.910	-10.320
94.920	-13.803
94.930	-13.803
94.940	-8.170
94.950	-12.943
94.960	-12.513
94.970	-6.450
94.980	-10.793
94.990	-12.083
95.000	-5.160
95.010	-6.063
95.020	-5.633
95.030	-7.310
95.040	-6.923
95.050	-1.763
95.060	-2.580
95.070	-1.763
95.080	0.817
95.090	0.387
95.100	1.290
95.110	3.827
95.120	4.257
95.130	6.020
95.140	7.697
95.150	5.547
95.160	5.160
95.170	9.417
95.180	11.137
95.190	8.557
95.200	9.890
95.210	12.857
95.220	11.137
95.230	11.137
95.240	10.320
95.250	12.427
95.260	12.427
95.270	12.470
95.280	13.287
95.290	12.857
95.300	11.997
95.310	12.900
95.320	11.567
95.330	11.137
95.340	11.180
95.350	10.277
95.360	10.707
95.370	8.127
95.380	6.880
95.390	8.987
95.400	6.407
95.410	5.160
95.420	5.117
95.430	1.677
95.440	2.107
95.450	1.720
95.460	0.387
95.470	-0.903
95.480	-0.860
95.490	-3.053
95.500	-2.193
95.510	-3.870
95.520	-5.633
95.530	-6.493
95.540	-9.030
95.550	-7.783
95.560	-6.923
95.570	-10.793
95.580	-11.610
95.590	-9.073
95.600	-12.083
95.610	-13.330
95.620	-9.503
95.630	-13.803
95.640	-12.040
95.650	-12.083
95.660	-13.373
95.670	-9.890
95.680	-11.653
95.690	-14.233
95.700	-10.750
95.710	-10.363
95.720	-14.233
95.730	-9.030
95.740	-7.783
95.750	-12.083
95.760	-8.170
95.770	-6.493
95.780	-4.773
95.790	-6.450
95.800	-6.493
95.810	-4.343
95.820	-3.870
95.830	-2.623
95.840	-0.473
95.850	-0.430
95.860	-0.043
95.870	2.967
95.880	3.870
95.890	6.837
95.900	7.267
95.910	5.117
95.920	6.020
95.930	6.837
95.940	11.567
95.950	9.890
95.960	6.407
95.970	11.997
95.980	12.857
95.990	9.030
96.000	12.427
96.010	13.717
96.020	10.707
96.030	12.470
96.040	14.147
96.050	11.137
96.060	13.330
96.070	11.997
96.080	11.137
96.090	12.427
96.100	10.320
96.110	9.847
96.120	11.137
96.130	8.170
96.140	7.267
96.150	8.127
96.160	6.837
96.170	6.020
96.180	4.687
96.190	3.397
96.200	3.440
96.210	0.387
96.220	-2.623
96.230	0.817
96.240	-0.860
96.250	-1.763
96.260	-1.333
96.270	-3.870
96.280	-5.633
96.290	-6.493
96.300	-9.030
96.310	-6.923
96.320	-6.923
96.330	-11.610
96.340	-7.353
96.350	-10.793
96.360	-12.470
96.370	-10.363
96.380	-11.653
96.390	-13.760
96.400	-10.363
96.410	-12.513
96.420	-10.750
96.430	-11.653
96.440	-11.223
96.450	-14.190
96.460	-10.363
96.470	-9.933
96.480	-13.330
96.490	-9.503
96.500	-8.213
96.510	-8.600
96.520	-11.653
96.530	-6.493
96.540	-4.300
96.550	-5.633
96.560	-6.493
96.570	-3.870
96.580	-4.343
96.590	-2.623
96.600	0.387
96.610	-0.430
96.620	0.817
96.630	3.397
96.640	3.010
96.650	6.407
96.660	5.117
96.670	4.730
96.680	6.407
96.690	7.267
96.700	9.847
96.710	9.890
96.720	8.127
96.730	11.567
96.740	9.030
96.750	9.417
96.760	12.857
96.770	13.287
96.780	10.750
96.790	13.717
96.800	11.997
96.810	11.567
96.820	13.760
96.830	11.137
96.840	11.567
96.850	12.470
96.860	10.277
96.870	9.847
96.880	11.567
96.890	8.170
96.900	7.267
96.910	8.557
96.920	6.450
96.930	7.697
96.940	3.827
96.950	2.967
96.960	3.440
96.970	0.817
96.980	0.387
96.990	0.430
97.000	-1.333
97.010	-2.623
97.020	-1.720
97.030	-3.483
97.040	-5.203
97.050	-4.773
97.060	-5.590
97.070	-7.353
97.080	-8.213
97.090	-9.460
97.100	-9.503
97.110	-10.793
97.120	-11.180
97.130	-11.653
97.140	-12.083
97.150	-12.040
97.160	-12.513
97.170	-12.513
97.180	-12.470
97.190	-13.373
97.200	-11.223
97.210	-12.040
97.220	-13.373
97.230	-9.933
97.240	-11.180
97.250	-13.373
97.260	-7.353
97.270	-8.170
97.280	-12.943
97.290	-6.923
97.300	-4.730
97.310	-5.203
97.320	-7.783
97.330	-5.590
97.340	-4.773
97.350	-1.763
97.360	-1.290
97.370	-0.903
97.380	2.107
97.390	1.290
97.400	3.397
97.410	6.837
97.420	6.407
97.430	5.160
97.440	5.547
97.450	4.687
97.460	9.890
97.470	11.997
97.480	7.697
97.490	7.697
97.500	15.480
97.510	9.417
97.520	11.567
97.530	13.760
97.540	11.137
97.550	13.287
97.560	12.857
97.570	12.040
97.580	12.427
97.590	12.427
97.600	11.137
97.610	12.040
97.620	8.127
97.630	9.847
97.640	11.180
97.650	10.277
97.660	8.127
97.670	7.697
97.680	6.450
97.690	9.417
97.700	4.687
97.710	3.440
97.720	3.827
97.730	1.247
97.740	0.387
97.750	1.720
97.760	-0.473
97.770	-2.193
97.780	-0.860
97.790	-3.913
97.800	-3.913
97.810	-5.160
97.820	-7.783
97.830	-7.353
97.840	-6.880
97.850	-8.643
97.860	-10.363
97.870	-9.890
97.880	-9.933
97.890	-11.223
97.900	-11.610
97.910	-12.083
97.920	-12.083
97.930	-12.040
97.940	-11.653
97.950	-14.233
97.960	-12.040
97.970	-9.933
97.980	-15.093
97.990	-11.610
98.000	-6.923
98.010	-15.093
98.020	-6.450
98.030	-6.493
98.040	-10.363
98.050	-10.320
98.060	-5.203
98.070	-5.633
98.080	-3.870
98.090	-5.633
98.100	-4.773
98.110	-2.623
98.120	-2.580
98.130	-0.903
98.140	1.677
98.150	1.290
98.160	2.967
98.170	5.117
98.180	4.300
98.190	3.827
98.200	5.977
98.210	5.547
98.220	10.320
98.230	8.987
98.240	7.697
98.250	9.890
98.260	12.427
98.270	8.987
98.280	11.567
98.290	12.900
98.300	10.277
98.310	12.857
98.320	12.040
98.330	11.997
98.340	11.997
98.350	12.427
98.360	12.470
98.370	10.277
98.380	11.137
98.390	11.137
98.400	8.600
98.410	10.277
98.420	8.557
98.430	6.880
98.440	5.977
98.450	8.127
98.460	5.117
98.470	3.440
98.480	4.687
98.490	2.107
98.500	2.150
98.510	-0.473
98.520	-0.903
98.530	0.000
98.540	-2.623
98.550	-3.053
98.560	-4.300
98.570	-6.923
98.580	-7.353
98.590	-6.493
98.600	-7.310
98.610	-8.213
98.620	-9.933
98.630	-9.460
98.640	-10.793
98.650	-11.223
98.660	-11.180
98.670	-10.363
98.680	-13.803
98.690	-11.610
98.700	-10.793
98.710	-13.803
98.720	-11.610
98.730	-10.363
98.740	-14.233
98.750	-10.750
98.760	-8.213
98.770	-15.523
98.780	-9.030
98.790	-5.633
98.800	-11.653
98.810	-9.030
98.820	-5.633
98.830	-5.633
98.840	-3.440
98.850	-6.063
98.860	-5.203
98.870	-2.580
98.880	-2.623
98.890	-0.903
98.900	0.860
98.910	1.247
98.920	2.537
98.930	5.977
98.940	5.590
98.950	5.547
98.960	4.257
98.970	5.160
98.980	9.417
98.990	10.707
99.000	7.697
99.010	9.030
99.020	11.997
99.030	10.277
99.040	8.170
99.050	12.857
99.060	11.567
99.070	12.857
99.080	12.040
99.090	13.287
99.100	11.567
99.110	11.610
99.120	12.857
99.130	10.707
99.140	10.707
99.150	11.180
99.160	10.277
99.170	8.987
99.180	9.847
99.190	7.310
99.200	5.977
99.210	8.127
99.220	6.880
99.230	5.547
99.240	2.537
99.250	1.720
99.260	1.677
99.270	-0.043
99.280	-0.473
99.290	0.000
99.300	-2.193
99.310	-2.623
99.320	-3.010
99.330	-4.773
99.340	-6.493
99.350	-7.310
99.360	-7.783
99.370	-5.633
99.380	-10.750
99.390	-10.793
99.400	-9.073
99.410	-10.750
99.420	-12.083
99.430	-10.793
99.440	-12.900
99.450	-12.513
99.460	-11.223
99.470	-13.330
99.480	-13.373
99.490	-7.353
99.500	-12.470
99.510	-11.653
99.520	-10.363
99.530	-10.750
99.540	-12.513
99.550	-8.213
99.560	-8.600
99.570	-9.933
99.580	-8.643
99.590	-6.020
99.600	-3.483
99.610	-5.633
99.620	-5.203
99.630	-3.870
99.640	-3.483
99.650	-0.903
99.660	-0.430
99.670	0.387
99.680	2.967
99.690	3.440
99.700	4.257
99.710	5.977
99.720	4.257
99.730	3.440
99.740	7.267
99.750	10.707
99.760	9.030
99.770	7.267
99.780	11.137
99.790	11.997
99.800	9.460
99.810	10.707
99.820	15.007
99.830	9.890
99.840	11.137
99.850	13.287
99.860	11.567
99.870	11.180
99.880	13.717
99.890	10.707
99.900	10.750
99.910	11.997
99.920	9.847
99.930	8.127
99.940	11.180
99.950	7.697
99.960	7.697
99.970	5.590
99.980	6.407
99.990	6.837
100.000	2.967
100.010	3.440
100.020	2.967
100.030	1.247
100.040	-0.430
100.050	0.387
100.060	-1.763
100.070	-2.580
100.080	-3.053
100.090	-5.633
100.100	-5.203
100.110	-7.310
100.120	-7.353
100.130	-6.063
100.140	-9.460
100.150	-9.933
100.160	-8.643
100.170	-11.180
100.180	-11.223
100.190	-9.933
100.200	-12.040
100.210	-12.943
100.220	-10.363
100.230	-12.470
100.240	-11.223
100.250	-11.653
100.260	-11.610
100.270	-12.083
100.280	-10.363
100.290	-9.890
100.300	-12.513
100.310	-9.073
100.320	-7.740
100.330	-8.213
100.340	-9.933
100.350	-6.450
100.360	-4.343
100.370	-4.343
100.380	-3.440
100.390	-4.343
100.400	-3.483
100.410	-1.290
100.420	-0.473
100.430	0.387
100.440	3.397
100.450	3.010
100.460	3.827
100.470	4.687
100.480	3.870
100.490	4.687
100.500	8.127
100.510	9.417
100.520	9.460
100.530	7.267
100.540	9.847
100.550	12.040
100.560	9.417
100.570	8.127
100.580	13.717
100.590	10.750
100.600	11.997
100.610	12.427
100.620	12.470
100.630	10.277
100.640	12.857
100.650	11.567
100.660	11.610
100.670	9.847
100.680	10.277
100.690	10.320
100.700	9.847
100.710	6.837
100.720	8.557
100.730	5.590
100.740	6.837
100.750	6.407
100.760	3.440
100.770	1.677
100.780	3.397
100.790	0.387
100.800	-0.860
100.810	-0.043
100.820	-1.763
100.830	-1.290
100.840	-3.913
100.850	-2.193
100.860	-4.730
100.870	-7.353
100.880	-7.783
100.890	-6.020
100.900	-9.503
100.910	-10.793
100.920	-8.170
100.930	-11.223
100.940	-11.653
100.950	-9.460
100.960	-12.943
100.970	-11.653
100.980	-11.180
100.990	-13.373
101.000	-12.943
101.010	-10.750
101.020	-11.653
101.030	-13.373
101.040	-10.320
101.050	-9.933
101.060	-12.513
101.070	-9.890
101.080	-7.353
101.090	-9.503
101.100	-11.180
101.110	-4.773
101.120	-5.203
101.130	-4.343
101.140	-3.870
101.150	-6.063
101.160	-5.203
101.170	-1.290
101.180	-0.903
101.190	0.817
101.200	2.580
101.210	2.967
101.220	4.257
101.230	6.450
101.240	4.687
101.250	4.687
101.260	5.117
101.270	9.030
101.280	11.567
101.290	7.267
101.300	8.170
101.310	14.147
101.320	9.417
101.330	8.987
101.340	14.620
101.350	11.137
101.360	10.707
101.370	13.717
101.380	12.040
101.390	11.997
101.400	11.997
101.410	11.610
101.420	11.997
101.430	10.277
101.440	8.127
101.450	9.890
101.460	8.987
101.470	9.417
101.480	8.170
101.490	5.977
101.500	5.977
101.510	8.127
101.520	4.300
101.530	4.687
101.540	1.677
101.550	1.720
101.560	1.247
101.570	-0.903
101.580	-1.290
101.590	-0.903
101.600	-3.483
101.610	-3.913
101.620	-4.300
101.630	-7.783
101.640	-7.783
101.650	-5.160
101.660	-7.783
101.670	-9.503
101.680	-9.890
101.690	-9.933
101.700	-10.793
101.710	-11.180
101.720	-11.223
101.730	-10.793
101.740	-12.470
101.750	-12.513
101.760	-10.363
101.770	-12.900
101.780	-12.083
101.790	-10.793
101.800	-13.330
101.810	-8.213
101.820	-10.363
101.830	-10.750
101.840	-6.923
101.850	-7.353
101.860	-9.890
101.870	-7.783
101.880	-6.063
101.890	-5.160
101.900	-3.483
101.910	-4.343
101.920	-3.870
101.930	-0.903
101.940	-1.763
101.950	-0.903
101.960	2.580
101.970	2.107
101.980	4.257
101.990	3.010
102.000	3.397
102.010	5.547
102.020	5.160
102.030	8.127
102.040	10.277
102.050	6.837
102.060	7.310
102.070	12.857
102.080	9.847
102.090	9.460
102.100	12.427
102.110	11.137
102.120	11.567
102.130	12.040
102.140	10.707
102.150	12.427
102.160	10.707
102.170	11.180
102.180	11.997
102.190	10.277
102.200	9.460
102.210	11.137
102.220	8.557
102.230	8.987
102.240	8.170
102.250	5.977
102.260	6.407
102.270	6.450
102.280	4.687
102.290	3.827
102.300	2.967
102.310	1.290
102.320	2.107
102.330	-0.473
102.340	-1.290
102.350	-1.333
102.360	-3.483
102.370	-4.730
102.380	-4.343
102.390	-6.493
102.400	-5.590
102.410	-6.923
102.420	-8.213
102.430	-9.890
102.440	-8.213
102.450	-10.793
102.460	-9.030
102.470	-11.653
102.480	-11.223
102.490	-11.180
102.500	-11.653
102.510	-12.083
102.520	-11.180
102.530	-12.943
102.540	-9.073
102.550	-12.900
102.560	-12.943
102.570	-7.783
102.580	-9.933
102.590	-13.760
102.600	-6.493
102.610	-7.353
102.620	-10.320
102.630	-8.643
102.640	-5.203
102.650	-4.730
102.660	-2.623
102.670	-3.913
102.680	-3.010
102.690	-3.053
102.700	-2.193
102.710	1.290
102.720	1.247
102.730	2.107
102.740	4.300
102.750	3.397
102.760	3.397
102.770	5.117
102.780	5.590
102.790	8.127
102.800	9.847
102.810	7.310
102.820	8.557
102.830	11.997
102.840	6.837
102.850	9.890
102.860	11.567
102.870	11.997
102.880	11.610
102.890	11.997
102.900	11.567
102.910	12.857
102.920	10.750
102.930	11.567
102.940	11.997
102.950	10.277
102.960	12.040
102.970	9.417
102.980	7.697
102.990	11.180
103.000	7.267
103.010	7.267
103.020	5.977
103.030	6.020
103.040	5.977
103.050	5.547
103.060	2.150
103.070	1.247
103.080	2.107
103.090	-0.430
103.100	-0.903
103.110	-0.903
103.120	-3.053
103.130	-2.150
103.140	-5.203
103.150	-6.493
103.160	-6.450
103.170	-6.923
103.180	-6.493
103.190	-9.030
103.200	-9.933
103.210	-9.503
103.220	-9.030
103.230	-12.943
103.240	-10.793
103.250	-9.460
103.260	-14.233
103.270	-9.933
103.280	-12.470
103.290	-9.933
103.300	-10.793
103.310	-11.610
103.320	-13.373
103.330	-9.503
103.340	-9.890
103.350	-12.943
103.360	-9.503
103.370	-7.310
103.380	-8.643
103.390	-9.503
103.400	-7.310
103.410	-3.913
103.420	-4.773
103.430	-4.300
103.440	-3.483
103.450	-4.343
103.460	-3.483
103.470	0.000
103.480	-0.043
103.490	1.677
103.500	4.730
103.510	4.257
103.520	3.827
103.530	3.870
103.540	3.397
103.550	6.837
103.560	9.417
103.570	9.890
103.580	6.407
103.590	7.697
103.600	13.330
103.610	10.277
103.620	8.987
103.630	11.997
103.640	12.470
103.650	10.277
103.660	11.997
103.670	12.900
103.680	10.707
103.690	11.997
103.700	11.567
103.710	10.320
103.720	11.567
103.730	9.847
103.740	8.987
103.750	10.320
103.760	8.127
103.770	7.697
103.780	6.450
103.790	5.547
103.800	5.547
103.810	6.407
103.820	2.580
103.830	3.397
103.840	1.677
103.850	0.000
103.860	0.817
103.870	-1.763
103.880	-2.580
103.890	-2.623
103.900	-4.773
103.910	-6.020
103.920	-4.773
103.930	-6.493
103.940	-6.880
103.950	-11.223
103.960	-9.933
103.970	-6.880
103.980	-9.933
103.990	-11.653
104.000	-9.073
104.010	-11.610
104.020	-12.513
104.030	-9.073
104.040	-12.470
104.050	-12.943
104.060	-10.793
104.070	-7.310
104.080	-12.513
104.090	-11.223
104.100	-9.460
104.110	-8.643
104.120	-12.943
104.130	-7.740
104.140	-5.633
104.150	-9.933
104.160	-9.030
104.170	-4.773
104.180	-4.343
104.190	-4.300
104.200	-2.193
104.210	-3.053
104.220	-2.150
104.230	0.387
104.240	-0.473
104.250	1.290
104.260	2.967
104.270	2.107
104.280	4.257
104.290	3.440
104.300	4.257
104.310	8.557
104.320	8.600
104.330	6.837
104.340	8.127
104.350	9.417
104.360	8.600
104.370	9.417
104.380	9.417
104.390	12.900
104.400	11.137
104.410	11.137
104.420	12.857
104.430	11.180
104.440	10.277
104.450	13.717
104.460	10.320
104.470	9.847
104.480	11.997
104.490	9.417
104.500	9.030
104.510	8.987
104.520	8.987
104.530	7.310
104.540	6.837
104.550	4.687
104.560	6.837
104.570	5.590
104.580	2.967
104.590	3.397
104.600	0.430
104.610	0.387
104.620	0.817
104.630	-1.763
104.640	-2.580
104.650	0.387
104.660	-5.203
104.670	-6.450
104.680	-4.773
104.690	-6.923
104.700	-5.590
104.710	-8.643
104.720	-10.363
104.730	-7.740
104.740	-11.223
104.750	-11.223
104.760	-9.460
104.770	-11.223
104.780	-12.513
104.790	-10.750
104.800	-12.083
104.810	-11.653
104.820	-12.040
104.830	-10.793
104.840	-12.083
104.850	-12.040
104.860	-9.073
104.870	-9.933
104.880	-14.190
104.890	-6.493
104.900	-5.633
104.910	-11.610
104.920	-9.503
104.930	-3.053
104.940	-4.300
104.950	-4.343
104.960	-2.623
104.970	-4.730
104.980	-2.193
104.990	-2.623
105.000	-0.903
105.010	3.440
105.020	2.967
105.030	3.827
105.040	5.160
105.050	2.967
105.060	2.967
105.070	6.450
105.080	8.127
105.090	10.707
105.100	7.697
105.110	6.020
105.120	13.717
105.130	10.707
105.140	8.600
105.150	12.427
105.160	11.997
105.170	10.277
105.180	12.900
105.190	11.567
105.200	11.567
105.210	11.567
105.220	11.610
105.230	10.707
105.240	8.557
105.250	10.320
105.260	10.707
105.270	8.557
105.280	9.417
105.290	9.030
105.300	5.977
105.310	5.117
105.320	6.880
105.330	6.407
105.340	3.827
105.350	3.827
105.360	0.860
105.370	0.387
105.380	0.817
105.390	-0.860
105.400	-1.763
105.410	-1.763
105.420	-3.440
105.430	-5.203
105.440	-6.493
105.450	-6.020
105.460	-4.773
105.470	-8.213
105.480	-9.890
105.490	-9.073
105.500	-8.213
105.510	-10.750
105.520	-10.793
105.530	-10.363
105.540	-12.470
105.550	-10.363
105.560	-11.223
105.570	-11.223
105.580	-12.900
105.590	-11.653
105.600	-9.073
105.610	-13.330
105.620	-11.223
105.630	-7.353
105.640	-8.600
105.650	-11.223
105.660	-6.063
105.670	-7.740
105.680	-9.933
105.690	-6.493
105.700	-5.590
105.710	-2.623
105.720	-4.343
105.730	-3.010
105.740	-1.333
105.750	-2.193
105.760	-0.430
105.770	1.247
105.780	1.247
105.790	1.720
105.800	3.397
105.810	2.967
105.820	3.827
105.830	6.020
105.840	7.697
105.850	9.847
105.860	6.020
105.870	6.407
105.880	13.287
105.890	8.987
105.900	8.170
105.910	11.567
105.920	11.997
105.930	9.460
105.940	11.997
105.950	11.567
105.960	10.707
105.970	11.180
105.980	11.997
105.990	11.137
106.000	9.417
106.010	10.320
106.020	10.707
106.030	8.127
106.040	7.740
106.050	9.847
106.060	6.837
106.070	5.117
106.080	5.160
106.090	5.547
106.100	4.257
106.110	3.870
106.120	2.107
106.130	2.107
106.140	0.430
106.150	-0.903
106.160	-0.903
106.170	-3.483
106.180	-4.730
106.190	-3.483
106.200	-5.633
106.210	-6.450
106.220	-4.773
106.230	-7.783
106.240	-9.890
106.250	-6.493
106.260	-10.793
106.270	-9.030
106.280	-11.223
106.290	-9.503
106.300	-10.320
106.310	-12.513
106.320	-10.363
106.330	-10.750
106.340	-12.513
106.350	-11.223
106.360	-9.460
106.370	-13.803
106.380	-9.933
106.390	-7.310
106.400	-11.653
106.410	-12.083
106.420	-4.730
106.430	-7.353
106.440	-8.213
106.450	-8.170
106.460	-5.203
106.470	-3.483
106.480	-3.440
106.490	-3.053
106.500	-1.333
106.510	-2.623
106.520	-0.430
106.530	1.247
106.540	1.677
106.550	2.150
106.560	3.827
106.570	2.967
106.580	4.730
106.590	4.687
106.600	7.267
106.610	10.277
106.620	6.450
106.630	6.407
106.640	11.997
106.650	7.740
106.660	8.557
106.670	11.137
106.680	11.567
106.690	10.750
106.700	11.997
106.710	10.707
106.720	13.330
106.730	9.847
106.740	11.137
106.750	12.427
106.760	9.890
106.770	9.847
106.780	10.707
106.790	9.030
106.800	7.697
106.810	10.277
106.820	6.837
106.830	5.160
106.840	5.547
106.850	6.837
106.860	6.450
106.870	3.397
106.880	1.247
106.890	1.677
106.900	0.000
106.910	-0.473
106.920	-0.473
106.930	-2.150
106.940	-3.913
106.950	-3.483
106.960	-5.590
106.970	-6.923
106.980	-4.773
106.990	-6.020
107.000	-9.073
107.010	-9.503
107.020	-9.030
107.030	-8.213
107.040	-11.653
107.050	-11.180
107.060	-9.933
107.070	-12.083
107.080	-11.610
107.090	-10.793
107.100	-9.503
107.110	-12.470
107.120	-9.073
107.130	-12.513
107.140	-11.610
107.150	-9.073
107.160	-10.363
107.170	-11.223
107.180	-8.170
107.190	-7.783
107.200	-7.783
107.210	-10.320
107.220	-6.063
107.230	-3.483
107.240	-3.440
107.250	-3.053
107.260	-2.193
107.270	-2.580
107.280	-0.903
107.290	-0.903
107.300	0.860
107.310	2.967
107.320	2.537
107.330	2.537
107.340	3.440
107.350	2.967
107.360	6.407
107.370	10.750
107.380	8.557
107.390	4.687
107.400	9.030
107.410	12.857
107.420	9.417
107.430	7.697
107.440	12.040
107.450	13.717
107.460	8.127
107.470	12.427
107.480	12.900
107.490	10.277
107.500	10.277
107.510	13.330
107.520	9.417
107.530	9.847
107.540	11.137
107.550	10.320
107.560	6.837
107.570	9.417
107.580	8.600
107.590	8.127
107.600	4.257
107.610	5.117
107.620	6.450
107.630	3.397
107.640	2.537
107.650	3.010
107.660	1.247
107.670	-0.043
107.680	0.430
107.690	-2.623
107.700	-3.913
107.710	-3.053
107.720	-5.590
107.730	-7.783
107.740	-5.633
107.750	-5.590
107.760	-7.353
107.770	-9.933
107.780	-7.740
107.790	-9.073
107.800	-11.223
107.810	-9.890
107.820	-8.643
107.830	-11.653
107.840	-12.470
107.850	-9.503
107.860	-11.223
107.870	-11.610
107.880	-10.793
107.890	-11.223
107.900	-12.040
107.910	-6.493
107.920	-9.073
107.930	-10.320
107.940	-10.793
107.950	-6.923
107.960	-5.160
107.970	-9.073
107.980	-8.213
107.990	-4.300
108.000	-3.913
108.010	-2.623
108.020	-2.580
108.030	-2.623
108.040	-0.473
108.050	-0.473
108.060	0.430
108.070	2.537
108.080	2.107
108.090	2.150
108.100	4.687
108.110	3.827
108.120	6.020
108.130	9.417
108.140	7.267
108.150	7.267
108.160	4.300
108.170	12.857
108.180	9.847
108.190	8.600
108.200	10.707
108.210	12.857
108.220	9.417
108.230	11.180
108.240	11.997
108.250	11.137
108.260	9.847
108.270	12.040
108.280	10.707
108.290	10.277
108.300	9.890
108.310	9.417
108.320	8.557
108.330	8.557
108.340	8.170
108.350	6.837
108.360	3.827
108.370	4.300
108.380	6.837
108.390	4.687
108.400	2.580
108.410	2.537
108.420	0.387
108.430	1.247
108.440	0.860
108.450	-2.193
108.460	-2.193
108.470	-4.730
108.480	-5.203
108.490	-4.343
108.500	-6.450
108.510	-6.923
108.520	-7.783
108.530	-9.460
108.540	-7.783
108.550	-9.073
108.560	-10.320
108.570	-9.933
108.580	-10.793
108.590	-12.040
108.600	-10.363
108.610	-10.793
108.620	-12.470
108.630	-12.083
108.640	-9.073
108.650	-11.180
108.660	-13.373
108.670	-9.073
108.680	-8.600
108.690	-12.083
108.700	-9.933
108.710	-6.020
108.720	-6.923
108.730	-11.223
108.740	-6.063
108.750	-3.870
108.760	-4.343
108.770	-1.333
108.780	-3.010
108.790	-3.053
108.800	-0.903
108.810	-0.860
108.820	0.387
108.830	2.537
108.840	2.150
108.850	2.537
108.860	3.827
108.870	2.967
108.880	7.310
108.890	8.127
108.900	8.557
108.910	7.310
108.920	6.837
108.930	11.137
108.940	11.567
108.950	7.740
108.960	10.707
108.970	13.717
108.980	9.460
108.990	10.707
109.000	12.857
109.010	11.567
109.020	11.180
109.030	11.137
109.040	8.127
109.050	10.320
109.060	10.277
109.070	10.707
109.080	8.987
109.090	6.880
109.100	10.277
109.110	8.127
109.120	5.590
109.130	3.827
109.140	6.407
109.150	5.117
109.160	4.300
109.170	2.107
109.180	0.387
109.190	1.720
109.200	-0.473
109.210	-2.193
109.220	-0.860
109.230	-4.343
109.240	-5.203
109.250	-4.773
109.260	-6.450
109.270	-5.203
109.280	-5.633
109.290	-9.890
109.300	-7.783
109.310	-9.073
109.320	-9.460
109.330	-10.793
109.340	-9.503
109.350	-11.180
109.360	-11.653
109.370	-10.363
109.380	-12.470
109.390	-10.363
109.400	-11.653
109.410	-10.750
